"Dealer_No","Dealer_Name","Dealer_Region","Phone"
"78758-7841","Clay Johnson Auto Sales","Scottsdale","8169884"
"06457-3834","Diehl Motor CO Inc","Austin","8017025"
"60504-7114","Enterprise Rent A Car","Middletown","6076068"
"38701-8047","Gartner Buick Hyundai Saab","Aurora","7978147"
"99301-3882","Hatfield Volkswagen","Greenville","8945776"
"53546-9427","Iceberg Rentals","Pasco","6487735"
"85257-3102","McKinney Dodge Chrysler Jeep","Janesville","6249602"
"53546-9427","Iceberg Rentals","Janesville","8317788"
"06457-3834","Nebo Chevrolet","Austin","6609886"
"60504-7114","New Castle Ford Lincoln Mercury","Middletown","8621922"
"38701-8047","Pars Auto Sales","Aurora","7600259"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Greenville","6359569"
"53546-9427","Progressive Shippers Cooperative Association No","Pasco","8461505"
"85257-3102","Rabun Used Car Sales","Janesville","8477886"
"60504-7114","Saab-Belle Dodge","Aurora","8784982"
"78758-7841","U-Haul CO","Austin","7267297"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6403562"
"53546-9427","Suburban Ford","Janesville","8450871"
"85257-3102","Tri-State Mack Inc","Scottsdale","8025578"
"60504-7114","C & M Motors Inc","Aurora","7362304"
"38701-8047","Capitol KIA","Greenville","6189884"
"99301-3882","Chrysler of Tri-Cities","Pasco","7697391"
"85257-3102","Tri-State Mack Inc","Austin","7735613"
"85257-3102","Classic Chevy","Scottsdale","7484173"
"38701-8047","Capitol KIA","Greenville","8896555"
"85257-3102","Rabun Used Car Sales","Scottsdale","7583104"
"78758-7841","Race Car Help","Austin","6044893"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8325952"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","6325309"
"78758-7841","Race Car Help","Austin","7686595"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7213161"
"60504-7114","Saab-Belle Dodge","Aurora","7717559"
"38701-8047","Scrivener Performance Engineering","Greenville","6633055"
"99301-3882","Star Enterprises Inc","Pasco","6664736"
"78758-7841","Race Car Help","Scottsdale","8224678"
"06457-3834","Ryder Truck Rental and Leasing","Austin","8443409"
"60504-7114","Saab-Belle Dodge","Janesville","8756305"
"38701-8047","Scrivener Performance Engineering","Scottsdale","7796879"
"99301-3882","Star Enterprises Inc","Austin","6874692"
"99301-3882","Star Enterprises Inc","Pasco","8554685"
"60504-7114","Saab-Belle Dodge","Aurora","7948284"
"38701-8047","Scrivener Performance Engineering","Greenville","7176982"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7649111"
"53546-9427","Suburban Ford","Middletown","6952770"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6225588"
"85257-3102","Rabun Used Car Sales","Scottsdale","8861240"
"78758-7841","Race Car Help","Austin","8958097"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7083055"
"60504-7114","Saab-Belle Dodge","Aurora","7707001"
"38701-8047","Scrivener Performance Engineering","Greenville","8580689"
"99301-3882","Star Enterprises Inc","Pasco","7342556"
"53546-9427","Suburban Ford","Janesville","6105948"
"06457-3834","Diehl Motor CO Inc","Middletown","8726022"
"78758-7841","U-Haul CO","Austin","6514202"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","6297889"
"60504-7114","C & M Motors Inc","Aurora","7479818"
"78758-7841","Motor Vehicle Branch Office","Austin","7142494"
"99301-3882","Chrysler of Tri-Cities","Pasco","8873056"
"53546-9427","Chrysler Plymouth","Janesville","6801227"
"85257-3102","Classic Chevy","Scottsdale","8505522"
"78758-7841","Clay Johnson Auto Sales","Austin","8776412"
"85257-3102","Tri-State Mack Inc","Austin","8360116"
"60504-7114","Enterprise Rent A Car","Aurora","8116530"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7416318"
"99301-3882","Hatfield Volkswagen","Pasco","7424131"
"53546-9427","Iceberg Rentals","Janesville","7034403"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7784525"
"78758-7841","U-Haul CO","Austin","7909656"
"06457-3834","Nebo Chevrolet","Middletown","6071715"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8732859"
"38701-8047","Pars Auto Sales","Greenville","6114770"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6602471"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8764313"
"53546-9427","Iceberg Rentals","Janesville","8612440"
"78758-7841","Race Car Help","Austin","6033557"
"78758-7841","Motor Vehicle Branch Office","Austin","7385883"
"60504-7114","Saab-Belle Dodge","Aurora","6564393"
"38701-8047","Scrivener Performance Engineering","Greenville","7119330"
"99301-3882","Star Enterprises Inc","Pasco","8870672"
"53546-9427","Suburban Ford","Janesville","8414278"
"85257-3102","Tri-State Mack Inc","Scottsdale","6542497"
"78758-7841","U-Haul CO","Austin","7764578"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8525036"
"85257-3102","Rabun Used Car Sales","Scottsdale","7967909"
"60504-7114","Saab-Belle Dodge","Aurora","8140035"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8904211"
"60504-7114","Saab-Belle Dodge","Aurora","7905150"
"38701-8047","Scrivener Performance Engineering","Greenville","8203792"
"99301-3882","Star Enterprises Inc","Pasco","6974569"
"53546-9427","Suburban Ford","Janesville","6332069"
"85257-3102","Tri-State Mack Inc","Scottsdale","6075390"
"78758-7841","U-Haul CO","Austin","8418240"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","8555850"
"53546-9427","Suburban Ford","Janesville","6222116"
"38701-8047","Capitol KIA","Greenville","8537477"
"85257-3102","Tri-State Mack Inc","Scottsdale","6665225"
"78758-7841","U-Haul CO","Austin","8096763"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","7222426"
"60504-7114","Saab-Belle Dodge","Aurora","6835888"
"78758-7841","Race Car Help","Austin","7766352"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7146655"
"60504-7114","Saab-Belle Dodge","Aurora","7361768"
"60504-7114","C & M Motors Inc","Aurora","6092547"
"99301-3882","Star Enterprises Inc","Pasco","8620324"
"53546-9427","Suburban Ford","Janesville","7382946"
"85257-3102","Tri-State Mack Inc","Scottsdale","8682957"
"78758-7841","U-Haul CO","Austin","8054852"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6977827"
"06457-3834","Nebo Chevrolet","Middletown","7778711"
"38701-8047","Pars Auto Sales","Greenville","7220900"
"99301-3882","Chrysler of Tri-Cities","Pasco","6606672"
"53546-9427","Chrysler Plymouth","Janesville","6181895"
"85257-3102","Tri-State Mack Inc","Aurora","6680607"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8834711"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6638884"
"85257-3102","Rabun Used Car Sales","Janesville","6517687"
"78758-7841","Race Car Help","Scottsdale","8748524"
"06457-3834","Ryder Truck Rental and Leasing","Austin","8740090"
"60504-7114","Saab-Belle Dodge","Middletown","6453696"
"38701-8047","Scrivener Performance Engineering","Aurora","8768588"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8820154"
"53546-9427","Suburban Ford","Pasco","7434916"
"85257-3102","Tri-State Mack Inc","Janesville","8398245"
"78758-7841","U-Haul CO","Scottsdale","6280177"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Austin","6132895"
"60504-7114","C & M Motors Inc","Middletown","8665068"
"38701-8047","Capitol KIA","Aurora","7058973"
"99301-3882","Chrysler of Tri-Cities","Greenville","6659621"
"53546-9427","Chrysler Plymouth","Pasco","6208113"
"38701-8047","Pars Auto Sales","Greenville","6225003"
"60504-7114","Enterprise Rent A Car","Aurora","8278485"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6866253"
"99301-3882","Hatfield Volkswagen","Pasco","8624693"
"99301-3882","Star Enterprises Inc","Pasco","7503038"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7206075"
"85257-3102","Tri-State Mack Inc","Scottsdale","7515279"
"78758-7841","U-Haul CO","Austin","7752133"
"99301-3882","Chrysler of Tri-Cities","Pasco","7938687"
"53546-9427","Chrysler Plymouth","Janesville","7674501"
"85257-3102","Classic Chevy","Scottsdale","6546345"
"78758-7841","Clay Johnson Auto Sales","Austin","8022508"
"85257-3102","Classic Chevy","Scottsdale","6956111"
"78758-7841","Clay Johnson Auto Sales","Austin","6113821"
"06457-3834","Diehl Motor CO Inc","Middletown","7445745"
"60504-7114","Enterprise Rent A Car","Aurora","8096931"
"85257-3102","Classic Chevy","Janesville","7927351"
"60504-7114","Saab-Belle Dodge","Aurora","7148479"
"06457-3834","Diehl Motor CO Inc","Austin","6349436"
"60504-7114","Enterprise Rent A Car","Middletown","8762670"
"85257-3102","Rabun Used Car Sales","Austin","8956258"
"78758-7841","Clay Johnson Auto Sales","Austin","8881619"
"60504-7114","Saab-Belle Dodge","Aurora","6350231"
"06457-3834","Nebo Chevrolet","Middletown","8100093"
"85257-3102","Tri-State Mack Inc","Austin","7375011"
"38701-8047","Pars Auto Sales","Greenville","6833771"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","8622007"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8418702"
"85257-3102","Rabun Used Car Sales","Scottsdale","8880618"
"78758-7841","Race Car Help","Austin","7502283"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7058099"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6792376"
"85257-3102","Rabun Used Car Sales","Scottsdale","6147899"
"78758-7841","Race Car Help","Austin","7468242"
"38701-8047","Scrivener Performance Engineering","Greenville","6261303"
"99301-3882","Hatfield Volkswagen","Pasco","8506438"
"38701-8047","Scrivener Performance Engineering","Greenville","7260185"
"99301-3882","Star Enterprises Inc","Pasco","7896526"
"53546-9427","Suburban Ford","Janesville","8298744"
"85257-3102","Tri-State Mack Inc","Scottsdale","8268471"
"78758-7841","U-Haul CO","Austin","7906259"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6215704"
"06457-3834","Diehl Motor CO Inc","Middletown","7943958"
"60504-7114","Enterprise Rent A Car","Aurora","8835229"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8845763"
"99301-3882","Hatfield Volkswagen","Pasco","6606801"
"53546-9427","Iceberg Rentals","Janesville","6131807"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6419955"
"78758-7841","Motor Vehicle Branch Office","Austin","7406645"
"06457-3834","Nebo Chevrolet","Middletown","7454056"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7336339"
"38701-8047","Pars Auto Sales","Greenville","8464659"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6299553"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7081308"
"99301-3882","Hatfield Volkswagen","Pasco","8409219"
"53546-9427","Iceberg Rentals","Janesville","6851527"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","7121605"
"78758-7841","Motor Vehicle Branch Office","Austin","7828752"
"06457-3834","Nebo Chevrolet","Middletown","7578535"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","7388411"
"38701-8047","Pars Auto Sales","Greenville","8000242"
"85257-3102","Rabun Used Car Sales","Austin","6127352"
"53546-9427","Suburban Ford","Janesville","8321274"
"85257-3102","Rabun Used Car Sales","Scottsdale","7401315"
"38701-8047","Gartner Buick Hyundai Saab","Aurora","8915027"
"99301-3882","Hatfield Volkswagen","Greenville","6731958"
"53546-9427","Iceberg Rentals","Pasco","8200534"
"85257-3102","McKinney Dodge Chrysler Jeep","Janesville","8783494"
"78758-7841","Motor Vehicle Branch Office","Scottsdale","6361901"
"06457-3834","Nebo Chevrolet","Austin","7906040"
"60504-7114","New Castle Ford Lincoln Mercury","Middletown","6056425"
"85257-3102","Rabun Used Car Sales","Scottsdale","6386219"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Greenville","8224996"
"53546-9427","Progressive Shippers Cooperative Association No","Pasco","8862919"
"85257-3102","Rabun Used Car Sales","Janesville","8369729"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7402781"
"38701-8047","Scrivener Performance Engineering","Greenville","8907030"
"99301-3882","Star Enterprises Inc","Pasco","7766114"
"53546-9427","Suburban Ford","Janesville","7354960"
"60504-7114","Saab-Belle Dodge","Aurora","7926378"
"78758-7841","U-Haul CO","Austin","7703434"
"85257-3102","McKinney Dodge Chrysler Jeep","Austin","7339581"
"38701-8047","Capitol KIA","Greenville","8558041"
"99301-3882","Chrysler of Tri-Cities","Pasco","6281349"
"53546-9427","Chrysler Plymouth","Janesville","6672021"
"85257-3102","Classic Chevy","Scottsdale","8798255"
"78758-7841","Clay Johnson Auto Sales","Austin","8351848"
"85257-3102","Rabun Used Car Sales","Austin","7504313"
"85257-3102","Rabun Used Car Sales","Scottsdale","6027627"
"78758-7841","Race Car Help","Austin","7506997"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","8434678"
"60504-7114","Saab-Belle Dodge","Aurora","8452034"
"38701-8047","Scrivener Performance Engineering","Greenville","8607620"
"78758-7841","Race Car Help","Austin","8987956"
"85257-3102","Tri-State Mack Inc","Austin","8185444"
"60504-7114","Saab-Belle Dodge","Aurora","6947665"
"38701-8047","Scrivener Performance Engineering","Greenville","6718079"
"99301-3882","Star Enterprises Inc","Pasco","7082187"
"53546-9427","Suburban Ford","Janesville","7580495"
"78758-7841","Race Car Help","Scottsdale","6311698"
"85257-3102","Tri-State Mack Inc","Austin","8177898"
"60504-7114","Saab-Belle Dodge","Janesville","7804280"
"38701-8047","Scrivener Performance Engineering","Scottsdale","7947886"
"99301-3882","Star Enterprises Inc","Austin","6929166"
"53546-9427","Suburban Ford","Middletown","6516916"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","8492737"
"85257-3102","Rabun Used Car Sales","Scottsdale","8714642"
"78758-7841","Race Car Help","Austin","8413000"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7389717"
"60504-7114","Saab-Belle Dodge","Aurora","6644448"
"38701-8047","Scrivener Performance Engineering","Greenville","7993734"
"06457-3834","Diehl Motor CO Inc","Middletown","6214313"
"60504-7114","Enterprise Rent A Car","Aurora","8343848"
"06457-3834","Nebo Chevrolet","Middletown","6247015"
"99301-3882","Hatfield Volkswagen","Pasco","8030836"
"53546-9427","Iceberg Rentals","Janesville","7567449"
"85257-3102","McKinney Dodge Chrysler Jeep","Scottsdale","6792765"
"99301-3882","Star Enterprises Inc","Pasco","6774169"
"60504-7114","Enterprise Rent A Car","Aurora","7958094"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","7645426"
"78758-7841","U-Haul CO","Austin","8102235"
"99301-3882","Hatfield Volkswagen","Pasco","7636895"
"85257-3102","Rabun Used Car Sales","Scottsdale","7013496"
"85257-3102","Tri-State Mack Inc","Scottsdale","7821257"
"60504-7114","C & M Motors Inc","Aurora","6223070"
"38701-8047","Capitol KIA","Greenville","6756541"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","6621984"
"78758-7841","Race Car Help","Austin","6423604"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7654897"
"85257-3102","Tri-State Mack Inc","Aurora","7309932"
"78758-7841","U-Haul CO","Greenville","6684849"
"53546-9427","Progressive Shippers Cooperative Association No","Pasco","6728630"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","8075694"
"78758-7841","Race Car Help","Scottsdale","6359938"
"06457-3834","Ryder Truck Rental and Leasing","Austin","8736882"
"99301-3882","Star Enterprises Inc","Pasco","8214185"
"53546-9427","Suburban Ford","Janesville","8774153"
"85257-3102","Tri-State Mack Inc","Scottsdale","7216316"
"78758-7841","U-Haul CO","Austin","8661141"
"06457-3834","Buddy Storbeck's Diesel Service Inc","Middletown","6525705"
"60504-7114","C & M Motors Inc","Aurora","6795257"
"38701-8047","Capitol KIA","Greenville","6866138"
"99301-3882","Chrysler of Tri-Cities","Pasco","6741733"
"53546-9427","Chrysler Plymouth","Janesville","8093662"
"85257-3102","Classic Chevy","Scottsdale","6013078"
"78758-7841","Clay Johnson Auto Sales","Austin","7635180"
"06457-3834","Diehl Motor CO Inc","Middletown","7648484"
"60504-7114","Enterprise Rent A Car","Aurora","7545169"
"38701-8047","Gartner Buick Hyundai Saab","Greenville","8963996"
"99301-3882","Hatfield Volkswagen","Pasco","8495009"
"53546-9427","Iceberg Rentals","Janesville","8318784"
"78758-7841","Motor Vehicle Branch Office","Austin","6497509"
"06457-3834","Nebo Chevrolet","Middletown","6871585"
"60504-7114","New Castle Ford Lincoln Mercury","Aurora","8758265"
"38701-8047","Pars Auto Sales","Greenville","7420525"
"99301-3882","Pitre Buick-Pontiac-Gmc of Scottsdale","Pasco","6465678"
"53546-9427","Progressive Shippers Cooperative Association No","Janesville","6776010"
"85257-3102","Rabun Used Car Sales","Scottsdale","7042292"
"60504-7114","Saab-Belle Dodge","Aurora","7246457"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7799693"
"60504-7114","Saab-Belle Dodge","Aurora","7883724"
"38701-8047","Scrivener Performance Engineering","Greenville","8960531"
"78758-7841","Race Car Help","Austin","6559379"
"53546-9427","Suburban Ford","Janesville","8149866"
"85257-3102","Tri-State Mack Inc","Scottsdale","8746401"
"06457-3834","Ryder Truck Rental and Leasing","Middletown","7656058"
